"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Snx5"	3.20944776256721e-24	1.25785726620117	0.335	0.179	7.5669149898047e-20	"6"	"Snx5"
"Tmem59"	8.52370286871064e-24	1.03415854913134	0.633	0.542	2.00963342535591e-19	"6"	"Tmem59"
"Sdcbp1"	8.90186101564735e-24	1.15862253812423	0.405	0.243	2.09879177165918e-19	"6"	"Sdcbp"
"Rpl71"	2.76312834348148e-23	0.818605178126671	0.67	0.621	6.51462769542628e-19	"6"	"Rpl7"
"Nfkbia1"	4.12019348782807e-23	1.51410481058049	0.339	0.179	9.71418018625224e-19	"6"	"Nfkbia"
"Zfhx32"	5.02770312941813e-23	1.28535905081768	0.333	0.175	1.18538156682291e-18	"6"	"Zfhx3"
"Tmbim6"	1.79076399443856e-22	0.935302247881402	0.663	0.596	4.2220842696878e-18	"6"	"Tmbim6"
"Rps81"	2.97919691255225e-22	0.652223827575741	0.774	0.763	7.02405256072444e-18	"6"	"Rps8"
"Rps24-ps31"	4.89962255448937e-22	1.08012005831357	0.597	0.523	1.15518400967196e-17	"6"	"Rps24-ps3"
"Ier21"	3.94909030130147e-21	1.23415297497019	0.267	0.122	9.31077020337848e-17	"6"	"Ier2"
"Arpc31"	5.95930883750844e-21	1.08495589256824	0.374	0.221	1.40502624461937e-16	"6"	"Arpc3"
"Mtdh"	1.43771283565282e-20	1.23929993558974	0.433	0.3	3.38969555261865e-16	"6"	"Mtdh"
"Pdia3"	2.57509939913204e-20	1.2450620145456	0.405	0.261	6.07131185333361e-16	"6"	"Pdia3"
"RP23-223E16.41"	4.60390056218562e-20	1.14368451108562	0.517	0.422	1.0854616355465e-15	"6"	"RP23-223E16.4"
"Ddx5"	7.34013345217969e-20	0.929064024140296	0.604	0.538	1.73058326402041e-15	"6"	"Ddx5"
"Rps101"	1.05036983278533e-19	1.0424129314148	0.583	0.548	2.47645695475796e-15	"6"	"Rps10"
"Fez2"	1.88671454971344e-19	1.16059075553503	0.255	0.124	4.44830689385938e-15	"6"	"Fez2"
"Tpm31"	6.58242874368705e-19	1.20029998590877	0.321	0.189	1.5519392248991e-14	"6"	"Tpm3"
"Rps281"	7.2207194659505e-19	0.806126678904838	0.656	0.628	1.70242902848715e-14	"6"	"Rps28"
"Abhd121"	1.57751084513368e-18	1.14986045346636	0.403	0.277	3.71929731957168e-14	"6"	"Abhd12"
"Rps11-ps11"	3.11606211200045e-18	1.13752764051827	0.487	0.392	7.34673964146346e-14	"6"	"Rps11-ps1"
"Rpl192"	1.27471638881811e-17	0.727621639537026	0.722	0.704	3.00539882991645e-13	"6"	"Rpl19"
"Rpl141"	7.7599816746661e-17	0.601699624601107	0.804	0.788	1.82957087943603e-12	"6"	"Rpl14"
"Rpl231"	2.21001216539338e-16	0.592163752408096	0.738	0.74	5.21054568234798e-12	"6"	"Rpl23"
"Marcks"	2.57304272372273e-16	0.701644449079507	0.465	0.312	6.06646282972108e-12	"6"	"Marcks"
"Pnrc11"	6.03506972253701e-16	1.12588654094119	0.369	0.253	1.42288838848255e-11	"6"	"Pnrc1"
"Hnrnpf1"	7.68658761406161e-16	1.01582629585729	0.387	0.262	1.81226676176730e-11	"6"	"Hnrnpf"
"Hspa5"	5.47727893643333e-15	1.08623663229872	0.344	0.222	1.29137805484289e-10	"6"	"Hspa5"
"Wdr891"	1.03575907514228e-14	0.908832910084179	0.576	0.547	2.44200917146295e-10	"6"	"Wdr89"
"Lims1"	1.12129019604165e-14	1.06303263214942	0.26	0.142	2.64366589520741e-10	"6"	"Lims1"
"Tmed91"	1.47126853959108e-14	0.953983334489797	0.487	0.404	3.46880983579388e-10	"6"	"Tmed9"
"Atp6v0b1"	1.57867913846719e-14	0.686717495651684	0.663	0.629	3.7220518047641e-10	"6"	"Atp6v0b"
"Rpl261"	4.90727894216667e-14	0.803563093742284	0.576	0.556	1.15698915619464e-09	"6"	"Rpl26"
"RP23-228E2.81"	5.9793608316796e-14	1.07764140371372	0.314	0.206	1.4097539032851e-09	"6"	"RP23-228E2.8"
"Rhob2"	6.07441099514334e-13	0.836488307886238	0.538	0.472	1.43216388032494e-08	"6"	"Rhob"
"Comt"	6.09621859145335e-13	1.04990689708479	0.296	0.189	1.43730545730696e-08	"6"	"Comt"
"Srgap21"	7.3901798904756e-13	1.18954695527643	0.255	0.153	1.74238271277743e-08	"6"	"Srgap2"
"Wasf21"	7.39933653700061e-13	1.00207186337864	0.251	0.144	1.74454157532863e-08	"6"	"Wasf2"
"Rpl221"	2.6680422958694e-12	0.866320380949978	0.481	0.419	6.29044332097128e-08	"6"	"Rpl22"
"Rps171"	6.41324458154309e-12	0.716306998336322	0.645	0.664	1.51205067499041e-07	"6"	"Rps17"
"Stx7"	7.54210573476952e-12	0.954794961032773	0.321	0.228	1.77820226908661e-07	"6"	"Stx7"
"Rpl181"	8.56399729600978e-12	0.748363344063607	0.595	0.597	2.01913364248022e-07	"6"	"Rpl18"
"Rpl36a2"	1.5580272595667e-11	0.734382608740147	0.599	0.6	3.6733608698804e-07	"6"	"Rpl36a"
"Gm98431"	2.30007603539732e-11	1.03507089995705	0.378	0.299	5.42288926865627e-07	"6"	"Gm9843"
"Npm12"	3.38512074506629e-11	0.902751898503428	0.433	0.368	7.98109918064278e-07	"6"	"Npm1"
"Hn12"	4.2152542745285e-11	0.865984407475109	0.282	0.186	9.93830500305585e-07	"6"	"Hn1"
"Rpl271"	7.49677236348385e-11	0.629321477588445	0.647	0.663	1.76751402013859e-06	"6"	"Rpl27"
"Rpl122"	8.46690161358988e-11	0.87557402994855	0.462	0.416	1.99624139343609e-06	"6"	"Rpl12"
"Rpl301"	9.16288928780489e-11	0.770460019587968	0.569	0.558	2.16033440738576e-06	"6"	"Rpl30"
"Rpl37rt2"	1.25270285903582e-10	0.68515867794836	0.569	0.548	2.95349753074875e-06	"6"	"Rpl37rt"
"Rrbp11"	1.43146096528574e-10	0.847497653737388	0.421	0.344	3.37495551785418e-06	"6"	"Rrbp1"
"RP23-366M19.12"	1.51001316623153e-10	0.843474794303773	0.508	0.472	3.56015804202408e-06	"6"	"RP23-366M19.1"
"Snx17"	4.2505379720382e-10	1.00676431857323	0.296	0.209	1.00214933766745e-05	"6"	"Snx17"
"Arf11"	1.14826465071364e-09	0.914694258424539	0.494	0.474	2.70726356698755e-05	"6"	"Arf1"
"Rps201"	2.47149658528397e-09	0.647496507855829	0.572	0.58	5.82704749912401e-05	"6"	"Rps20"
"Sh3glb13"	2.98194346048537e-09	0.788777289643815	0.428	0.361	7.03052809678637e-05	"6"	"Sh3glb1"
"Rpl10a-ps11"	3.25193641992118e-09	0.933545139904899	0.308	0.229	7.66709049724816e-05	"6"	"Rpl10a-ps1"
"RP23-263B18.41"	3.68779852548297e-09	0.570378060591343	0.615	0.64	8.6947225835312e-05	"6"	"RP23-263B18.4"
"AC102483.11"	8.86515665728897e-09	0.93041549558337	0.328	0.258	0.000209013798508902	"6"	"AC102483.1"
"Celf22"	1.1040677145099e-08	0.852678701354822	0.289	0.205	0.000260306045049999	"6"	"Celf2"
"Rpl391"	1.20733928092356e-08	0.832557507793325	0.426	0.387	0.000284654382263348	"6"	"Rpl39"
"RP24-228M19.11"	1.37934635673921e-08	0.956323278980001	0.401	0.353	0.000325208490528403	"6"	"RP24-228M19.1"
"Pdia6"	1.5803214408212e-08	0.926060629962732	0.335	0.259	0.000372592386102415	"6"	"Pdia6"
"RP24-351I17.21"	1.59814264568312e-08	0.969622628930824	0.408	0.372	0.000376794091572709	"6"	"RP24-351I17.2"
"Rpl361"	7.83636102854798e-08	0.471756597962812	0.654	0.69	0.00184757883970076	"6"	"Rpl36"
"Ctsl1"	1.02622834026107e-07	0.752563382963405	0.403	0.338	0.00241953855783353	"6"	"Ctsl"
"Tuba1b2"	1.05472840204555e-07	0.704302208678466	0.451	0.399	0.00248673315350279	"6"	"Tuba1b"
"Rpl51"	1.1957615632925e-07	0.854552697680882	0.387	0.344	0.00281924703777472	"6"	"Rpl5"
"Sdf2l1"	2.0407048018923e-07	0.890020874858868	0.253	0.182	0.00481136971142147	"6"	"Sdf2l1"
"Ldhb1"	2.33419955827348e-07	0.492877234975896	0.483	0.416	0.00550334229854137	"6"	"Ldhb"
"Spcs21"	2.64375621047798e-07	0.62375584897842	0.497	0.469	0.00623318401744394	"6"	"Spcs2"
"Lamp12"	3.75974001121126e-07	0.720032099587962	0.465	0.43	0.00886433902443278	"6"	"Lamp1"
"Capzb1"	6.68237191248546e-07	0.793642804786554	0.396	0.358	0.015755028258067	"6"	"Capzb"
"Tmem55b"	8.80079171326501e-07	0.950379926003357	0.326	0.279	0.0207496266223649	"6"	"Tmem55b"
"Fuca1"	9.69754986785791e-07	0.74026846496881	0.253	0.182	0.0228639133234486	"6"	"Fuca1"
"Fscn12"	1.18424260439613e-06	0.907382832217084	0.36	0.32	0.0279208878838476	"6"	"Fscn1"
"Ssr4"	1.24554198165714e-06	0.855817228587813	0.355	0.312	0.0293661433015304	"6"	"Ssr4"
"RP23-179K7.31"	1.86653976992036e-06	0.826447534101832	0.298	0.241	0.0440074081554123	"6"	"RP23-179K7.3"
"Rpl3-ps13"	2.44355210739969e-06	0.560137967462988	0.524	0.551	0.0576116280361624	"6"	"Rpl3-ps1"
"Ergic3"	3.2182402124107e-06	0.970922324292733	0.326	0.276	0.0758764494880071	"6"	"Ergic3"
"Saraf1"	3.99005462021263e-06	0.643323869164508	0.462	0.455	0.0940735177807533	"6"	"Saraf"
"Bmyc2"	4.76037351798118e-06	0.776238147320213	0.371	0.335	0.112235326433442	"6"	"Bmyc"
"Rps10-ps11"	5.76205408475843e-06	0.931553774362619	0.358	0.331	0.135851949156349	"6"	"Rps10-ps1"
"Arhgap51"	7.36308523695255e-06	0.634851012603565	0.362	0.303	0.17359946063163	"6"	"Arhgap5"
"Myl12a1"	1.1762778068762e-05	0.280195018248782	0.351	0.27	0.277331018527202	"6"	"Myl12a"
"Hnrnpk1"	2.24687391302873e-05	0.641160671628949	0.469	0.475	0.529745462474784	"6"	"Hnrnpk"
"H3f3b1"	2.51985860589925e-05	0.282258976823713	0.8	0.826	0.594107063512866	"6"	"H3f3b"
"RP24-417N21.21"	6.72356736685427e-05	0.797026349668967	0.326	0.292	1	"6"	"RP24-417N21.2"
"Laptm4a2"	9.99012428910859e-05	0.386804575828177	0.417	0.365	1	"6"	"Laptm4a"
"Tpt12"	0.000141786601033125	0.385152138158826	0.613	0.661	1	"6"	"Tpt1"
"Arl6ip1"	0.000149718111283184	0.655632633935967	0.433	0.441	1	"6"	"Arl6ip1"
"Csnk1e2"	0.000182983574188391	0.891418588110608	0.257	0.22	1	"6"	"Csnk1e"
"Vapa"	0.000185382518505185	0.680670975984273	0.421	0.418	1	"6"	"Vapa"
"Rab14"	0.000291341852201869	0.664862009080832	0.431	0.453	1	"6"	"Rab14"
"Actr31"	0.000300079569830666	0.739244119548099	0.273	0.237	1	"6"	"Actr3"
"Hsp90b1"	0.00038092560017181	0.594121676343352	0.433	0.439	1	"6"	"Hsp90b1"
"Rpl312"	0.000423350119742021	0.450115090118723	0.601	0.669	1	"6"	"Rpl31"
"Eef1b21"	0.00077387633864519	0.693465833071447	0.419	0.438	1	"6"	"Eef1b2"
"Naca3"	0.000777650845291638	0.351744036825404	0.576	0.605	1	"6"	"Naca"
"Eif4a1"	0.00214253150643355	0.683929059185671	0.433	0.468	1	"6"	"Eif4a1"
"Gnb2l11"	0.00275177631669713	0.748954116021684	0.335	0.33	1	"6"	"Gnb2l1"
"RP23-235E15.11"	0.00317609724150011	0.622494789397483	0.41	0.423	1	"6"	"RP23-235E15.1"
"Mycbp22"	0.00513491176271569	0.271275413350958	0.246	0.357	1	"6"	"Mycbp2"
"Rpl34-ps11"	0.00784596596677889	0.620340570251711	0.364	0.376	1	"6"	"Rpl34-ps1"
"Eef1d1"	0.00876360997181215	0.573874652693366	0.303	0.285	1	"6"	"Eef1d"
"Rps27rt1"	0.00888697561088125	0.694580722135131	0.262	0.246	1	"6"	"Rps27rt"
"Pdgfra"	0	4.01620056487012	0.631	0.019	0	"7"	"Pdgfra"
"C1ql1"	0	3.96353686394149	0.705	0.024	0	"7"	"C1ql1"
"AC103620.3"	0	2.68455876702509	0.448	0.028	0	"7"	"AC103620.3"
"Cacng4"	1.01135243372021e-245	2.80580129135643	0.476	0.052	2.38446563298213e-241	"7"	"Cacng4"
"Gpr171"	4.53834010222953e-191	3.28915835862611	0.592	0.121	1.07000444590266e-186	"7"	"Gpr17"
"Igsf9b2"	6.17402305173772e-189	3.08791051687194	0.754	0.256	1.4556494149082e-184	"7"	"Igsf9b"
"Neu4"	8.93483737298289e-188	2.08701652459174	0.283	0.019	2.10656660742818e-183	"7"	"Neu4"
"Vcan"	1.69224414338669e-180	2.22040797189882	0.292	0.022	3.98980401686281e-176	"7"	"Vcan"
"Cspg51"	5.81686349568056e-180	3.22156111535134	0.759	0.275	1.37144190637661e-175	"7"	"Cspg5"
"Cspg4"	1.10977448709165e-170	2.28102247065932	0.302	0.026	2.61651530821598e-166	"7"	"Cspg4"
"Olig12"	4.19145799537862e-168	2.22446099510889	0.863	0.357	9.88220051570416e-164	"7"	"Olig1"
"Opcml2"	1.17948537067032e-161	2.65667847576651	0.694	0.216	2.78087265842941e-157	"7"	"Opcml"
"Rpl132"	1.91558876428457e-155	1.97247814611239	0.963	0.862	4.51638362955374e-151	"7"	"Rpl13"
"Traf4"	1.37420210573384e-147	2.25830505646643	0.374	0.053	3.23995630468866e-143	"7"	"Traf4"
"Ptprz11"	2.02865858921664e-136	2.02337685438073	0.724	0.238	4.78296835579606e-132	"7"	"Ptprz1"
"Lhfpl3"	2.87323964437729e-133	2.36198862513877	0.336	0.049	6.77423710954834e-129	"7"	"Lhfpl3"
"Olig21"	1.54819424240433e-131	2.57127172259068	0.622	0.21	3.65017756531668e-127	"7"	"Olig2"
"Matn4"	1.07817488733042e-128	2.51069973771528	0.397	0.074	2.54201293185892e-124	"7"	"Matn4"
"Pcdh15"	2.4301435555438e-123	2.29734527236041	0.302	0.041	5.72954946090562e-119	"7"	"Pcdh15"
"Scrg1"	1.10895412706001e-113	2.19713739444407	0.619	0.223	2.6145811453694e-109	"7"	"Scrg1"
"Mmp15"	1.79631745603186e-104	2.37319364186617	0.355	0.071	4.23517766608632e-100	"7"	"Mmp15"
"Arhgap311"	7.79261890708637e-100	2.08909253652251	0.443	0.113	1.83726575972375e-95	"7"	"Arhgap31"
"Ppp1r14b"	4.43245744290869e-97	2.30244930455631	0.367	0.08	1.04504049131458e-92	"7"	"Ppp1r14b"
"Nxph11"	5.39940515521085e-97	1.97672472176483	0.26	0.039	1.27301775344406e-92	"7"	"Nxph1"
"Fabp71"	1.1325672345905e-96	1.65480326271987	0.624	0.213	2.67025376899401e-92	"7"	"Fabp7"
"Rgcc2"	3.46220971087634e-95	1.77773000340054	0.596	0.205	8.16285183533316e-91	"7"	"Rgcc"
"Tmem100"	1.46274056684379e-80	1.74399939499351	0.343	0.078	3.44870343444761e-76	"7"	"Tmem100"
"Tsc22d11"	4.59255940967454e-74	1.34627918914607	0.787	0.516	1.08278773201897e-69	"7"	"Tsc22d1"
"Sulf2"	2.96982834999287e-70	2.0456847912336	0.436	0.158	7.00196430077819e-66	"7"	"Sulf2"
"Sox82"	4.13685905760545e-65	2.11891057505612	0.522	0.243	9.75347260011637e-61	"7"	"Sox8"
"Ppfibp1"	5.52615343238507e-56	1.71026384812673	0.267	0.068	1.30290119475343e-51	"7"	"Ppfibp1"
"Ramp11"	1.26093193853671e-55	1.27716341009958	0.536	0.225	2.97289923148801e-51	"7"	"Ramp1"
"Kcnip3"	1.09340159616369e-52	1.85043354946424	0.276	0.076	2.57791294327513e-48	"7"	"Kcnip3"
"Cntn12"	5.81937615234778e-50	1.96490276390638	0.51	0.284	1.37203431543904e-45	"7"	"Cntn1"
"Ybx11"	2.61446471418477e-49	1.3285107501385	0.735	0.581	6.16412345663344e-45	"7"	"Ybx1"
"Pcsk1n2"	9.41169175092274e-49	1.14882509399121	0.712	0.452	2.21899456411505e-44	"7"	"Pcsk1n"
"Tmem121"	1.80485544015981e-47	1.82742958581336	0.32	0.11	4.25530767126479e-43	"7"	"Tmem121"
"Lims21"	4.10923243062506e-45	2.10948779864699	0.397	0.176	9.6883373016847e-41	"7"	"Lims2"
"Kank11"	3.33992231222795e-42	1.48865405130096	0.401	0.172	7.87453483553983e-38	"7"	"Kank1"
"Tuba1a"	2.97824507120137e-41	1.666584647296	0.733	0.666	7.02180840437146e-37	"7"	"Tuba1a"
"Spon1"	1.37295272131855e-35	1.45909972886098	0.288	0.108	3.23701063105274e-31	"7"	"Spon1"
"Nnat"	1.1401254938239e-34	1.17351342024553	0.385	0.17	2.68807387678861e-30	"7"	"Nnat"
"Dbi1"	1.00072644433181e-31	0.677668860771011	0.724	0.604	2.3594127378011e-27	"7"	"Dbi"
"Maml2"	3.68845061008329e-31	1.45162655887871	0.274	0.106	8.69626000339336e-27	"7"	"Maml2"
"Epn21"	4.90846098030523e-31	1.82340752172303	0.413	0.248	1.15726784532656e-26	"7"	"Epn2"
"Ncan1"	9.41745635089378e-31	0.996355532873737	0.596	0.366	2.22035368385023e-26	"7"	"Ncan"
"Sep152"	2.19961961375108e-30	0.935446334602727	0.719	0.692	5.18604316334092e-26	"7"	"Sep15"
"Nova12"	2.36192701132983e-30	1.80369091343532	0.397	0.227	5.56871531461234e-26	"7"	"Nova1"
"Lrp13"	5.1411206624027e-30	1.34756597824014	0.42	0.229	1.21212201857468e-25	"7"	"Lrp1"
"Sox102"	1.7200446781785e-27	1.61381678121946	0.36	0.2	4.05534933774144e-23	"7"	"Sox10"
"Arl2bp1"	4.33625927066202e-27	1.35349999362359	0.555	0.466	1.02235984824399e-22	"7"	"Arl2bp"
"Serpine21"	7.06020353612906e-27	1.06627363985092	0.536	0.339	1.66458418771315e-22	"7"	"Serpine2"
"Slitrk2"	1.90709437473302e-26	1.3064035740644	0.26	0.104	4.49635640730804e-22	"7"	"Slitrk2"
"Gria23"	4.31336952925064e-25	1.16758523685379	0.552	0.393	1.01696313391142e-20	"7"	"Gria2"
"Mpzl11"	6.06342466060229e-23	1.39401904336414	0.367	0.205	1.4295736322302e-18	"7"	"Mpzl1"
"Ncam13"	1.10395027360633e-22	1.07887302215949	0.613	0.559	2.60278356008163e-18	"7"	"Ncam1"
"Atp6v0e3"	3.55619889977836e-22	1.23129145742263	0.51	0.391	8.38445014600743e-18	"7"	"Atp6v0e"
"Zbtb201"	1.59762279485486e-19	1.02663299369702	0.571	0.489	3.76671526342931e-15	"7"	"Zbtb20"
"AC163993.2"	9.78648911024597e-19	1.52623161221207	0.265	0.137	2.30736053752269e-14	"7"	"AC163993.2"
"Tspan31"	1.25283915382436e-18	0.99351256677687	0.613	0.603	2.95381887297169e-14	"7"	"Tspan3"
"Nrxn22"	1.2606236509301e-18	1.35258105112149	0.452	0.358	2.97217238179789e-14	"7"	"Nrxn2"
"Fxyd62"	1.93820588068808e-18	1.36763174772747	0.262	0.136	4.56970800489829e-14	"7"	"Fxyd6"
"AC122438.11"	1.51271347957589e-17	1.54651764088012	0.439	0.353	3.56652457079609e-13	"7"	"AC122438.1"
"RP23-81C12.12"	2.11333581666044e-17	0.857767029708749	0.745	0.741	4.98261185494032e-13	"7"	"RP23-81C12.1"
"Cd91"	3.17656597873863e-17	1.57904215287626	0.392	0.27	7.48938960807208e-13	"7"	"Cd9"
"Timp41"	3.40013564280711e-17	0.829583892875408	0.348	0.192	8.01649980504633e-13	"7"	"Timp4"
"mt-Cytb1"	6.09710151157386e-17	0.382038750276766	0.963	0.968	1.43751362338377e-12	"7"	"mt-Cytb"
"Phlda11"	7.08089155146978e-17	1.56048385561526	0.318	0.199	1.66946180109003e-12	"7"	"Phlda1"
"Ly6h2"	1.08298344026298e-16	0.956265510760911	0.36	0.219	2.55335005710803e-12	"7"	"Ly6h"
"Bcas12"	2.61038498532881e-16	1.59975942276487	0.336	0.219	6.15450467990973e-12	"7"	"Bcas1"
"Rpl411"	1.3683987405682e-15	0.360227462521264	0.937	0.928	3.22627371063765e-11	"7"	"Rpl41"
"Ostf12"	1.85249096764679e-15	1.31205997413545	0.306	0.188	4.36761795442083e-11	"7"	"Ostf1"
"Rpl322"	4.96243315153618e-15	0.497834759640178	0.768	0.776	1.16999286413769e-10	"7"	"Rpl32"
"Rps182"	9.41053024035323e-15	0.670540632407418	0.666	0.691	2.21872071476808e-10	"7"	"Rps18"
"Son1"	1.03028857278694e-14	0.609795985876832	0.696	0.758	2.42911136805976e-10	"7"	"Son"
"Lsamp1"	8.72408987819348e-14	0.925934496168265	0.49	0.398	2.05687867058168e-09	"7"	"Lsamp"
"Nlgn12"	2.87613500688376e-13	1.32973186138934	0.255	0.153	6.78106350572984e-09	"7"	"Nlgn1"
"Ptn3"	5.55899570397321e-13	0.508460952914505	0.74	0.678	1.31064441712576e-08	"7"	"Ptn"
"Tspan121"	1.72375528311537e-12	1.21813956811731	0.262	0.162	4.06409783100111e-08	"7"	"Tspan12"
"S100a12"	2.25957376362142e-12	0.998488030629984	0.383	0.28	5.32739706249023e-08	"7"	"S100a1"
"Nav12"	3.07858186148946e-12	1.38367452536414	0.35	0.277	7.25837245483371e-08	"7"	"Nav1"
"Fyn"	3.74859336117209e-12	1.70721665278025	0.285	0.187	8.83805856763544e-08	"7"	"Fyn"
"Gpm6b2"	3.78881600380929e-12	0.788030349457488	0.508	0.402	8.93289149218117e-08	"7"	"Gpm6b"
"Rtn12"	4.14807100003263e-12	0.572074830214387	0.452	0.308	9.77990699677694e-08	"7"	"Rtn1"
"Rps261"	1.25439707155354e-11	0.741521752623805	0.629	0.671	2.95749197560178e-07	"7"	"Rps26"
"RP23-314A12.1"	2.77079382970567e-11	1.3012231254321	0.429	0.392	6.53270061229705e-07	"7"	"RP23-314A12.1"
"Rplp02"	3.9730971666269e-11	0.542769480928736	0.698	0.723	9.36737118975625e-07	"7"	"Rplp0"
"Pdap12"	6.39203852828555e-11	0.253438247584711	0.116	0.294	1.50705092381388e-06	"7"	"Pdap1"
"H3f3b2"	9.75027450868362e-11	0.451126996741694	0.766	0.828	2.29882222091234e-06	"7"	"H3f3b"
"Pllp2"	1.02232020744168e-10	1.08983580350413	0.343	0.259	2.41032435308524e-06	"7"	"Pllp"
"Mageh1"	1.10730105543635e-10	1.27995713741052	0.267	0.178	2.61068369840229e-06	"7"	"Mageh1"
"Marcks1"	1.24000317259435e-10	0.925477072955254	0.408	0.316	2.9235554800257e-06	"7"	"Marcks"
"Nlgn32"	1.79579474841401e-10	1.46720236255743	0.269	0.187	4.23394527833572e-06	"7"	"Nlgn3"
"mt-Nd1"	2.9266741997744e-10	0.289442335082085	0.947	0.976	6.9002197608081e-06	"7"	"mt-Nd1"
"Tpm11"	3.98987223649495e-10	1.02317364816757	0.309	0.225	9.40692177198415e-06	"7"	"Tpm1"
"Rpl232"	2.96020045283871e-09	0.559614031754813	0.691	0.743	6.97926460765782e-05	"7"	"Rpl23"
"Sdf2l11"	3.88661709054664e-09	1.19274165087146	0.26	0.182	9.16347711438182e-05	"7"	"Sdf2l1"
"Tspan132"	3.91371040389668e-09	1.02385733372844	0.295	0.216	9.2273550192672e-05	"7"	"Tspan13"
"Lrp1b1"	5.15534188750615e-09	1.3538671185841	0.304	0.24	0.000121547495681732	"7"	"Lrp1b"
"Scamp54"	8.50611035906611e-09	0.260745258916311	0.111	0.263	0.000200548563935702	"7"	"Scamp5"
"RP24-246N21.12"	4.20175884504059e-08	0.260575604294389	0.142	0.306	0.000990648682895221	"7"	"RP24-246N21.1"
"Dlgap1"	4.20247077313057e-08	1.04761445420863	0.253	0.178	0.000990816534180995	"7"	"Dlgap1"
"Cask2"	4.67718640778139e-08	1.41698400759703	0.255	0.188	0.00110274023936262	"7"	"Cask"
"Rps192"	9.18383450542547e-08	0.29643508975964	0.789	0.804	0.00216527266134416	"7"	"Rps19"
"Rps82"	9.82982606219464e-08	0.387289129092825	0.719	0.767	0.00231757809068363	"7"	"Rps8"
"Scg52"	1.03936085003287e-07	0.780510127746086	0.369	0.299	0.00245050107612251	"7"	"Scg5"
"Rps15a2"	1.068610005752e-07	0.51154464881486	0.643	0.687	0.00251946181056148	"7"	"Rps15a"
"Rpl182"	1.32225534859475e-07	0.800403465408722	0.538	0.6	0.00311748143538185	"7"	"Rpl18"
"Bex22"	1.50403012177566e-07	0.464786543452802	0.42	0.315	0.00354605181811047	"7"	"Bex2"
"Sf3b22"	2.44259274041049e-07	0.3873690077349	0.158	0.322	0.00575890090406581	"7"	"Sf3b2"
"Gng32"	2.71822189005497e-07	0.552664511925297	0.39	0.294	0.0064087517501826	"7"	"Gng3"
"Ccdc88a1"	3.0944517067589e-07	1.0653970051857	0.374	0.345	0.00729578878902547	"7"	"Ccdc88a"
"Actb2"	4.39665296376267e-07	0.510193996541208	0.689	0.751	0.0103659886926633	"7"	"Actb"
"mt-Nd41"	5.71357702125081e-07	0.267035108006618	0.956	0.96	0.013470900543003	"7"	"mt-Nd4"
"Tmed92"	6.05123782110437e-07	0.990447501825463	0.415	0.408	0.0142670034108178	"7"	"Tmed9"
"Rpl37a2"	6.38604643169286e-07	0.369254342599568	0.705	0.744	0.0150563816720023	"7"	"Rpl37a"
"Rplp12"	8.89225757808922e-07	0.481370530985353	0.684	0.755	0.020965275691861	"7"	"Rplp1"
"RP23-126M2.13"	1.09222957003735e-06	0.256553749822752	0.123	0.253	0.0257514965727705	"7"	"RP23-126M2.1"
"Gap432"	1.16372888139387e-06	0.506999056607153	0.311	0.221	0.0274372358366232	"7"	"Gap43"
"Rps52"	1.21640816263757e-06	0.350482796850282	0.719	0.764	0.028679255250506	"7"	"Rps5"
"RP24-483K3.11"	2.94051764920071e-06	0.251175600437189	0.128	0.254	0.0693285846152052	"7"	"RP24-483K3.1"
"Kcnq1ot12"	4.32282049037164e-06	0.933331897025858	0.418	0.428	0.101919138701492	"7"	"Kcnq1ot1"
"RP24-84B10.11"	6.10579674009106e-06	0.401556836035085	0.376	0.296	0.143956369741127	"7"	"RP24-84B10.1"
"AC157774.61"	6.38362464184828e-06	0.278161394783451	0.209	0.381	0.150506718180857	"7"	"AC157774.6"
"Mir7032"	8.84007004041652e-06	0.331739219945558	0.137	0.264	0.2084223313429	"7"	"Mir703"
"mt-Atp6"	8.95064854826952e-06	0.255419558375102	0.169	0.315	0.21102944082255	"7"	"mt-Atp6"
"Rpl373"	9.18309755597186e-06	0.312670142234665	0.74	0.794	0.216509891077148	"7"	"Rpl37"
"Eif2s2"	1.09507522161366e-05	0.262995244139602	0.193	0.351	0.258185884999852	"7"	"Eif2s2"
"Polr2f"	1.11989979068036e-05	0.266459183204784	0.151	0.284	0.264038773648707	"7"	"Polr2f"
"Stra131"	1.13603685650489e-05	0.286117940583216	0.144	0.272	0.267843409658158	"7"	"Stra13"
"Impad13"	1.30753809326406e-05	0.407404131743871	0.146	0.279	0.308278256248867	"7"	"Impad1"
"mt-Co11"	1.31204448502833e-05	0.272004655751949	0.255	0.447	0.309340728235129	"7"	"mt-Co1"
"Serbp13"	1.39381176882143e-05	0.370865661746903	0.227	0.4	0.328619000735028	"7"	"Serbp1"
"Csnk1a1"	1.59927483528736e-05	0.328106727886556	0.216	0.386	0.377061027915701	"7"	"Csnk1a1"
"Rpl392"	1.6000653936222e-05	0.266719532646294	0.227	0.4	0.377247417854306	"7"	"Rpl39"
"Pde6d2"	1.68379872394612e-05	0.256496565846781	0.183	0.333	0.396989225144778	"7"	"Pde6d"
"Mrpl17"	2.00519981415068e-05	0.25221551327595	0.153	0.283	0.472765960182305	"7"	"Mrpl17"
